ma_khach_hang,ma_san_pham,so_sao
4043,422204777,4
1879,100150058,5
2754,248700027,5
2966,422202579,5
254,205100137,5
305,100150059,5
2979,318900009,5
1281,204900009,5
2543,422206537,5
343,422211446,5
1351,249500019,5
2073,422207413,5
4,318900012,5
1195,249500007,5
671,200400003,5
2296,100150059,5
421,422208977,5
1935,422209262,5
3117,386000015,4
129,422211447,5
336,422203776,5
4232,308100018,5
324,422211446,5
1810,249500011,4
375,422208974,5
2465,308500018,5
1139,422207866,5
839,422216605,5
1788,422200182,5
783,422218633,1
2010,422207413,5
894,422209671,5
613,331300019,5
1190,100750038,3
2086,422211389,5
1514,422210047,5
292,205100146,5
291,205100136,5
1016,422200236,5
820,422216594,4
4209,422211447,2
1107,422206537,3
3971,422215608,5
1944,422214044,3
1641,422209707,5
2816,318900002,3
395,100230059,5
352,205100136,5
4284,204000033,4
1277,204900024,5
3590,422207736,5
2290,100150058,5
101,422217292,5
1114,100230069,5
3541,237800005,5
792,308500009,4
1609,327500002,5
1337,245500010,5
2074,249500019,4
1023,422202253,5
893,422204795,5
210,422208807,5
2457,422205160,5
2474,422211997,5
554,217300001,3
2077,422212360,5
311,205100137,5
1445,204900159,5
3448,204100023,5
200,205100136,5
1157,256700020,5
220,422211878,5
337,205100136,5
1362,224100029,5
2215,213300064,5
1458,100190059,5
504,422211231,5
1103,422207562,5
3194,345800001,5
1144,422218633,5
4254,206700001,5
43,422216594,1
503,204900013,5
1325,253900003,5
257,308500009,5
2433,308500009,4
2347,308500015,5
298,422216594,5
1809,422206043,5
2085,422202025,5
2424,422205163,5
1022,422206537,5
34,100230056,5
1310,204900056,3
2387,422205163,5
313,422206648,5
244,249500019,3
403,422208977,5
1351,422203145,5
2423,308500018,5
2442,422211276,2
3650,100220009,5
1326,422211878,3
1741,422204777,5
286,205100136,5
1263,308500004,5
722,200400003,5
46,422206101,4
2488,204100054,5
712,200400003,5
290,422208807,5
1718,100220035,5
1632,422208181,5
1811,249500001,5
151,422206648,5
751,422216594,5
3424,422211276,3
218,422211446,5
3668,100220037,4
1874,224100009,5
2557,204100019,5
267,422204259,5
641,100230064,4
2322,422205162,5
176,422211447,5
2835,223600026,2
2199,422203146,5
818,100230059,4
1018,204100054,5
1175,422217292,5
2169,308500004,5
1198,422215804,5
3602,225200015,5
1504,206400019,5
545,365000013,4
162,365000019,5
1130,422211240,4
1320,253900003,5
112,205100137,2
2719,248700075,5
1033,308500037,5
176,249500028,5
1475,422210980,5
3682,422205805,5
1881,224100009,5
3350,222600057,5
695,422200236,5
185,422206648,5
2246,245500002,5
1576,211300007,3
2316,422205163,5
348,100220037,5
2390,308500037,5
491,422216416,4
2193,308500015,5
2932,422218101,5
657,200400003,4
3747,345800015,4
3359,201600074,5
443,308500037,5
2131,422207799,4
812,365000016,5
1860,224100009,5
271,365000011,5
2251,226200017,5
2024,249500019,5
2554,422206537,5
2463,422211489,5
296,422211447,5
669,200400004,5
1156,422209322,5
2065,249500019,5
1131,204100003,5
4162,208000001,5
1467,100190059,5
3535,422202629,5
665,422216594,5
4427,335100004,5
406,422208973,5
2137,422203609,4
202,422208807,3
696,100230064,5
1157,422206798,5
2768,422209635,3
494,422202253,5
2930,422209717,5
529,422214672,5
3924,232500001,5
3407,422203671,5
4684,249500027,2
1635,422221764,5
1474,204900128,5
693,422206537,5
1296,422211501,5
4305,343100041,5
4235,345800009,5
4381,422209262,3
662,100230064,5
696,100230056,5
1712,100220035,5
266,365000013,5
3751,318900005,3
220,422203302,5
1808,204900025,5
1764,222600016,5
2358,204100019,5
17,204900013,5
186,205100146,5
3135,422211489,5
760,422206102,5
135,422208807,4
1434,100190059,5
1416,293500043,5
162,365000012,5
472,204900013,5
16,422205346,5
2187,422210954,5
3314,422207323,3
2251,422214149,5
1314,211300007,4
2179,422203146,5
516,422203979,5
2320,308500037,5
1356,422207844,5
2790,204100003,3
3344,422205152,5
750,200400004,5
308,201600074,4
1593,422203143,5
418,422208972,5
3643,422208781,5
696,308500037,5
2207,249500021,5
157,422214146,5
3787,422207810,5
894,365000011,5
2905,422207283,3
2191,249500028,5
745,100230056,5
689,308500018,5
2221,422214148,5
2359,308500015,5
3667,100220010,5
1825,308500037,3
2935,422218099,5
670,204100054,5
1931,422209262,5
2749,248700001,5
3560,100250033,5
2204,249500021,5
470,422203671,5
1385,422203146,5
2181,422216098,5
3337,223600010,5
667,422216594,5
518,422216416,4
2924,422209720,5
2928,422207795,5
1521,206400019,5
218,204900145,5
178,422200306,5
1418,422211195,5
706,308500004,5
3563,100250032,5
3825,345800013,5
1207,422215804,5
508,422215804,3
772,422211997,2
2266,358300003,5
792,422217029,3
3169,422214343,3
4414,248700102,5
220,223600034,5
608,201600072,4
2321,308500015,5
2254,245500010,5
3212,422209444,4
2497,204100054,5
325,422203807,4
54,422209671,5
1708,100150067,5
1021,308500009,5
1117,100190059,2
918,224100009,5
3980,213300003,4
3564,100250033,5
1430,245500001,5
271,205100146,5
1651,318900019,5
62,422220606,5
2493,253900005,3
1435,422206512,5
2265,245500002,5
1840,204900010,5
3716,206700001,5
295,422206648,4
1956,201600166,5
144,422212100,5
792,422211878,4
2323,422205163,5
1137,422211240,5
2793,365000014,5
306,422208807,4
2996,422209420,5
3118,206200037,5
3556,308500013,3
532,422216416,5
214,205100137,5
4399,100750038,5
3501,201600072,4
710,422205164,5
2678,422203809,4
355,422208807,5
969,422218746,5
265,205100136,5
2243,206400011,5
1182,422217292,5
2780,418800004,4
2874,358300002,5
690,100230064,5
1942,100230059,2
266,365000018,5
160,205100146,5
1377,245500009,5
20,318900012,4
1109,422219308,5
419,422208973,5
657,422216594,4
1733,100240016,4
2402,308500018,5
1286,204900024,5
2344,422205160,5
3816,422205181,5
2777,418800002,5
1351,249500027,5
1402,204900056,3
1110,422211549,5
1118,422207562,5
232,422211276,5
4037,365000018,4
830,422214012,5
142,422204259,5
163,422211447,5
655,422216594,5
208,205100146,5
228,422211447,5
2187,422210956,5
4421,248700034,5
717,100230056,5
302,422211446,5
4233,345800007,5
3647,422206043,5
1831,204900010,5
3735,377400002,5
2424,308500009,5
271,365000017,5
3656,100220037,5
2357,422205160,5
3396,422209795,5
4342,256700011,5
16,318900011,5
726,422216594,4
692,422205164,5
2332,422202253,5
3495,225300001,5
1075,422218132,5
2760,422203542,4
1589,422207812,5
748,422217029,5
2320,308500018,5
1157,422217992,5
49,318900012,4
3957,100100001,4
663,100230059,5
132,422204259,4
2938,422209634,5
1475,100190059,5
231,422209663,5
1157,422212333,5
145,422204259,5
2463,223600026,4
387,422208972,5
162,422204904,5
3086,422211229,5
1975,422217292,1
520,204900013,5
2476,422211997,5
362,422211447,3
2541,204100018,5
56,422211878,4
644,211300007,5
4149,422207812,5
2234,100180148,5
1369,422200306,1
4358,248700002,5
491,422209052,5
1141,422207866,5
166,422208807,5
2463,308500015,5
1406,422217029,5
3277,422209634,5
3713,422200002,5
1386,422200305,4
330,205100137,5
1579,371600006,5
1120,422204657,5
472,399200001,3
1808,422209046,5
952,422202579,5
1490,100190059,5
4367,100750038,5
4500,253900004,2
1139,200900037,5
845,422210400,5
2336,365000017,4
955,422204795,5
2263,245500001,5
140,245500009,5
123,422207812,5
3775,422216416,1
683,422205160,5
229,422206648,4
270,422204910,5
708,204100019,5
1784,204100003,5
3676,211300007,3
121,205100146,4
1479,100190059,5
400,422208977,5
1324,245500010,5
4394,422210980,2
2448,422205162,4
146,205100136,5
1144,422207865,5
1085,308500015,5
638,100230059,5
2380,204100054,5
164,422211446,5
3667,422206042,5
679,100230064,5
3100,422209706,2
68,318900012,5
3312,422207323,5
1524,422218202,4
3079,357100008,4
2363,422205164,5
452,204900013,3
3460,201600072,5
2470,422211997,5
269,100230057,5
1743,100220035,5
782,100240016,5
1977,224100019,5
1448,204900128,5
1109,422207562,5
2787,422205160,3
2930,422207151,5
1146,422209322,5
34,205100136,5
1251,422208913,5
2028,422207413,5
1733,100220010,4
2535,422206537,5
105,345800015,4
2184,422203146,5
4041,365000018,5
2427,422205162,5
1287,237800005,5
2575,422216449,5
312,205100137,5
130,249500027,3
3474,343100029,5
561,100210016,5
4071,223600040,5
707,422205164,5
88,318900012,5
3667,100220037,5
831,422214321,5
2324,308500018,5
3217,365000017,3
696,200400003,5
1085,422205160,5
2334,204100019,5
2535,308500013,1
1094,422209262,5
569,422217292,4
1299,422211878,5
2187,422203146,4
3546,222600052,5
2398,422205163,5
1051,422204910,5
498,422216416,5
1075,100220009,5
262,422204259,4
1023,422200236,5
304,422211447,5
2346,308500037,5
3622,422208983,5
577,422212100,5
2017,249500027,5
184,422217292,5
1662,318900005,4
319,253900003,3
2121,308500015,5
1596,422208181,5
821,422218358,5
2713,422203976,1
464,204900013,5
1035,308500013,5
2371,422205164,5
3654,207300009,5
714,100230064,5
910,422204795,5
1793,100240016,5
3122,223600026,5
146,422208807,5
2587,207500001,5
1381,422209663,5
277,422204259,5
1487,204900004,5
1508,206400019,5
4278,422207807,5
3729,377400001,4
723,308500009,1
238,422211447,5
780,422202253,5
1081,249500007,4
789,200400003,5
158,422204259,5
2151,211300002,5
758,200400003,5
3648,251900019,5
3277,422209635,5
2922,100750038,1
1752,100240016,5
3339,223600009,5
2637,422203300,5
150,422208807,5
1885,249500028,4
2990,422200342,4
1722,100240016,5
284,205100146,5
1402,245500002,5
2171,100220009,4
1783,100240016,5
4202,422205811,5
2193,308500018,5
2190,422203146,5
697,308500015,5
1520,422211548,5
679,308500037,5
691,100230057,5
346,422211446,5
1150,422209322,4
490,422216416,5
2217,200400003,1
801,200400004,5
1511,422206035,5
4381,100750038,5
269,422204259,5
3519,422221764,5
2041,422203145,3
850,422214321,3
2609,371600006,5
3600,422205346,5
1361,422208328,5
1022,422205163,5
154,205100146,5
2013,249500027,5
2289,422205164,0
1074,224100004,5
696,100230059,5
245,205100136,5
1717,100240016,5
2925,422209703,5
274,204900128,5
2355,308500004,5
1175,204900056,5
2372,422205160,5
685,308500037,5
2903,422207283,4
1032,422217292,2
37,318900012,5
4392,100750038,4
1068,422204906,5
1556,211300007,5
1727,207300009,5
265,422206648,5
1410,293500043,5
2452,422205163,5
1363,422207844,5
308,204900128,5
2370,422205164,5
3167,223600034,1
3446,204100023,5
2416,308500037,5
385,422208972,5
2031,249500027,5
2371,308500037,5
1336,253900003,5
2367,422205163,5
338,205100136,5
2601,207500001,5
396,422217992,5
2023,249500027,5
1200,422215804,5
668,200400003,5
2978,256700002,5
3132,223600026,5
1829,422207414,5
266,422211447,5
670,100230056,5
195,422211446,5
1561,211300007,3
60,318900012,5
2310,422202253,5
161,205100146,5
1885,422209048,4
2819,318900002,4
3777,100190059,2
384,422208976,5
2032,422207413,5
3178,253900005,3
4215,422209444,1
126,422204259,5
2925,422209717,5
313,422202025,5
272,422204259,5
187,331300023,5
2189,224100007,2
249,422211446,5
1863,224100009,5
643,200400004,5
3031,343700002,5
1684,318900019,5
4356,248700002,3
648,200400004,5
2694,422203776,5
568,422212100,5
975,422205673,4
1294,204100019,5
2156,422203979,5
1088,422204910,5
2568,308900002,5
2589,207500007,5
3300,100220010,4
1195,249500013,5
135,422208807,4
1029,308500015,5
639,200400004,4
182,249500007,5
702,100230056,5
477,100190059,5
704,204100019,5
4034,365000012,4
1862,225200015,3
162,205100136,5
437,223600040,4
2308,422205163,5
734,422211447,2
4202,422205805,5
2171,207300009,4
3570,422201090,5
2571,331300023,5
2149,211300002,5
1695,318900005,5
3323,223600009,5
165,422200632,5
1191,224100009,2
3972,331300006,5
4038,365000020,5
155,422211447,4
2664,243300007,1
148,100190059,5
3545,222600049,5
1641,422207148,5
1277,204900009,5
1725,100240016,5
1520,422206035,5
1681,205100136,3
357,318900005,5
96,318900011,5
1904,100210023,5
692,422205163,5
311,422211447,5
2768,422206101,3
351,205100137,5
802,100230057,5
622,100230069,5
1697,318900019,5
328,205100136,5
3341,223600009,5
3698,201600141,4
4013,100190183,5
4007,256700017,5
223,422208807,5
1068,422222535,5
2433,422205160,4
162,365000018,5
1430,249500019,4
121,422211446,5
2376,308500015,5
1156,422218631,5
232,422203809,3
224,422217292,4
3817,345800013,5
2311,422205164,4
753,100230059,3
2702,293500050,5
3907,248700054,5
833,422216990,5
2096,223600034,1
2716,422211276,5
1157,422212331,5
618,253900010,3
121,205100136,5
312,422208807,5
1339,253900003,5
3335,223600034,4
3857,100210020,5
1680,318900005,5
2500,422206537,5
2689,422203809,4
2773,418800002,5
692,308500015,5
613,422212100,5
682,204100054,5
1503,422206035,5
303,422208807,5
2336,308500037,5
404,200400004,4
270,422211183,5
2223,204100003,5
260,422211447,4
148,204100023,5
222,205100136,4
2946,200500095,4
2075,422207414,5
3727,256700020,2
2215,249500028,5
1729,100240016,5
2255,422203809,5
4284,100230026,4
1778,100220035,5
125,422211447,5
2385,308500018,5
1035,308500015,5
2386,308500013,5
346,422211446,5
1286,204900009,5
3674,100220037,5
302,205100136,5
1197,293500043,5
741,100230057,5
1701,318900019,4
4223,422212360,5
852,422204027,5
3912,422205345,5
3637,422203617,1
2179,249500021,5
2395,204100019,5
3813,422205181,5
3758,345800015,5
1147,422207423,4
2929,422207151,5
2378,308500037,5
1157,422218100,5
1297,422211878,5
342,223600035,5
2698,422203809,5
186,422208345,4
2206,422207677,5
4037,365000013,4
2502,204100019,5
1189,204100003,5
477,204900004,5
120,422211447,5
2050,249500019,5
772,422208973,3
680,200400004,5
221,205100136,4
2995,422214044,2
168,422216990,5
820,100230059,4
2417,422205162,3
2985,422200342,4
709,422216594,5
3213,211300008,5
2346,308500013,5
251,422204259,4
2322,308500004,5
1465,422208181,5
370,422206648,5
1505,206400019,5
189,327500002,5
1222,249500007,5
1243,422212333,5
1994,249500019,5
3137,100750038,5
1738,100220035,5
4002,100750038,3
2926,422209704,5
1969,422206248,5
325,223600010,4
131,422211446,5
780,100240016,5
1408,422218283,3
2716,248700002,5
2323,308500037,5
1456,204900159,5
771,100230057,5
1142,422208910,5
2042,249500019,1
296,422206648,5
2181,422203807,5
3207,422220081,5
1049,422200236,5
1396,422220469,5
3706,371600007,5
2436,308500013,5
1161,249500013,5
24,200400004,5
1444,204900056,5
1234,422222535,5
152,422208807,5
216,422204259,5
222,422208807,4
1402,100190059,3
2793,422203449,5
355,422211447,5
2329,422202253,5
3975,331300017,5
1340,422211878,5
1109,422211276,4
3811,422209048,5
2085,422205160,5
2285,100150058,5
1450,422210784,5
2434,422205162,5
1655,318900005,3
4205,422201092,5
504,422204231,5
1450,204900056,5
255,205100137,5
1206,318900009,5
2478,422211997,5
2289,308500004,5
23,422218633,5
2404,308500013,5
3179,345800003,5
270,412800003,5
1399,422200305,5
1468,204900128,5
2944,207300009,5
2396,308500009,5
1214,422215804,5
2366,422206537,5
2074,249500027,4
3834,422204904,3
295,205100146,4
699,100230057,5
2852,318900002,5
2452,256700011,5
1157,422207795,5
3463,100210020,4
1512,206400019,4
4220,422209444,5
377,422208974,5
1022,204100054,5
3929,100160021,5
1109,100220010,5
413,422208974,5
411,422208975,5
791,422216594,5
2268,223600026,3
1686,318900005,5
3171,345800001,5
1631,358300003,5
1069,422220606,5
2373,308500015,5
2574,422214148,5
747,422219399,5
362,205100136,3
3429,377400002,5
629,253900006,5
2650,422203300,5
382,422208973,5
2514,204100019,4
1322,253900004,5
1017,100190059,5
3693,256700002,5
4163,100210015,4
121,223600035,5
20,318900011,4
2034,422203145,5
782,100220035,5
2241,206400011,5
2764,226200009,5
974,422204795,4
2437,422205163,5
1838,422206648,3
743,100230057,5
756,100230056,5
372,422208974,5
1517,422206035,5
3330,223600009,5
362,422208807,3
693,422216594,5
125,422204259,5
1470,204900159,5
1157,422207794,5
644,100230057,5
4194,213300058,1
2622,422206537,1
2221,308500037,5
2137,422203617,4
1180,226200009,5
3125,422211489,5
142,205100146,5
2183,422201725,5
1694,318900005,5
2336,308500009,5
239,205100136,5
153,205100146,5
1549,243300007,5
1409,293500006,4
2165,355500010,5
275,422211447,5
1378,422220469,4
170,422213308,3
2553,204100054,5
1974,249500027,5
1342,253900004,5
2462,422205160,5
182,249500013,5
4148,422207812,5
373,422208973,5
2732,248700035,5
3212,422214149,5
2444,422205163,4
2987,422204167,5
2437,422205164,5
176,422204259,5
150,205100146,5
1239,422206149,4
2198,249500021,5
702,308500013,5
324,205100137,5
2336,365000018,4
1793,100220035,5
2359,422205160,5
1459,422210980,5
192,422211447,4
684,422205162,5
260,422211446,4
117,308500009,5
1191,422218099,5
3145,422203510,5
1607,327500002,5
1979,249500019,5
1666,343100029,5
1477,422210980,5
443,308500013,5
550,204900013,5
232,204100078,5
284,422208807,5
1065,422211183,5
3360,201600074,5
643,100230056,5
792,422205164,4
3254,422203282,5
3232,365000016,5
2255,245500002,5
300,422206648,5
973,422201374,4
1517,422206102,5
329,205100146,5
1085,422204904,3
42,318900012,5
50,204100018,5
1152,200900037,5
702,200400003,5
49,422214146,2
2934,422218098,3
2715,248700035,5
4051,422206421,5
3435,204100023,5
232,422211447,5
337,422206648,5
130,422203145,3
2435,422205160,5
119,422206648,5
1240,422222535,5
2530,204100019,5
1786,100220035,4
1191,422217292,5
1067,422212333,5
262,371600006,4
1423,293500006,5
2038,422207413,5
194,422211447,5
2350,308500013,5
140,422218829,5
2318,308500018,5
4234,422205629,4
1390,422220469,1
25,318900012,5
121,245500010,5
1082,422204906,4
632,343700002,5
1586,327500002,5
678,100230064,5
2326,422205160,5
2889,358300002,5
1021,308500037,5
2374,308500018,5
3388,249500014,5
106,245500001,5
3816,422204947,5
2351,308500004,5
567,100230056,5
798,100230064,5
3580,358700005,5
2913,204100003,5
3050,422209635,5
2446,422205162,5
164,205100137,5
1460,100190059,3
2680,243300007,3
363,205100137,5
2404,308500018,5
1619,327500002,5
2371,422206537,5
2918,422204947,1
1480,204900128,3
2251,245500010,5
3582,422205808,5
690,200400003,5
1441,204900056,5
3814,422206149,5
1057,422204906,3
186,422203302,5
706,204100054,5
2684,422203809,5
534,422216416,5
669,100230056,5
733,100230064,5
805,422202151,4
3185,345800001,5
1240,422212333,5
1995,249500019,5
792,422211195,3
4233,248700075,2
3106,204100013,5
291,422204259,5
1024,308500013,5
1047,422200236,5
1387,422200306,5
292,205100136,5
2613,422203506,2
326,205100137,5
2455,308500013,5
2871,308500001,5
2330,422202253,5
1800,422206537,2
134,205100136,5
1001,422200236,4
2598,207500001,5
830,422218358,5
188,223600026,5
2587,100150091,5
1564,211300007,5
545,365000020,4
2285,422205932,5
75,100230056,5
4200,422214342,5
17,205100137,5
344,422211447,3
1425,422217029,5
1464,204900128,1
212,205100146,3
58,318900011,5
3489,222600006,5
2812,100180113,5
3159,345800001,5
2201,249500021,5
2436,308500018,5
702,200400004,5
240,205100146,5
1149,200900037,5
1253,422208913,5
2419,422205164,5
1033,308500015,5
1407,293500006,4
624,253900006,5
399,422205163,5
672,100230056,5
2362,422205160,5
2092,422211501,5
2405,308500009,5
402,422208973,5
1631,422218746,3
662,100230056,5
107,205100136,5
2378,308500004,5
2184,422207414,5
257,422205163,5
152,422211446,5
3561,100250032,5
2358,422205160,5
704,308500018,5
1465,204900128,2
231,422220469,5
686,204100054,5
3582,422205804,5
2214,422203146,5
1508,422206035,5
3595,371600006,3
3834,226200018,5
1294,422204388,5
141,422211447,4
2447,422205163,5
1056,422220606,5
1391,422200306,5
4066,422209042,5
3066,224100019,5
3399,422204659,5
121,422204795,5
1596,422204231,5
3715,422218905,5
3047,422203645,5
1377,422216266,5
1329,422211878,5
1417,422217029,5
1078,422206645,5
2217,249500028,5
2788,422203449,5
4268,204100078,5
1272,204900009,5
2550,204100018,5
1263,422205164,5
1344,204100018,1
4400,248700042,2
606,253900006,5
1278,422216603,5
2336,365000013,4
1494,422210980,5
184,422215804,5
692,422205160,5
2035,422203145,5
2329,308500013,5
23,208000001,5
2675,243300007,4
1670,318900005,5
3660,207300009,3
3681,249500013,3
3601,225200015,5
1315,253900004,5
3165,345800001,3
3606,422205346,5
1242,422222535,5
2077,422203145,5
1377,308500018,5
3959,422205673,4
258,422211447,5
1653,318900019,4
2633,422208345,5
2672,422203807,2
322,422208807,5
2300,100150059,5
671,422216594,5
1344,422211878,5
800,200400004,5
2466,308500015,5
1477,204900159,5
2927,422209704,5
2646,422203301,5
692,422202253,5
3812,422205181,5
1103,422204657,5
1157,422207787,5
3328,293500043,1
383,422208976,5
2422,308500037,5
128,422211446,4
2349,422205162,5
1192,422215804,5
242,422209663,5
689,422200236,5
3896,422211490,5
1000,422207826,5
2515,422217292,1
3661,422206042,5
661,100230057,5
351,422203776,5
3984,331300023,5
3702,201600141,5
706,200400003,5
248,205100146,5
2535,204100019,5
3393,204100024,5
2082,224100029,5
708,422205164,5
2818,318900002,5
229,422211446,4
140,245500001,5
551,224100009,5
2942,200500283,5
2833,318900002,5
650,100240016,5
217,422222786,5
3277,422209636,5
3898,422211490,5
1163,223600034,5
3658,100220037,5
1105,422211389,5
2445,308500004,5
686,422202253,5
792,422212871,5
65,318900011,5
107,223600010,4
688,422205164,5
2341,308500004,5
654,100230064,5
2597,100270008,4
2339,308500018,5
737,100230059,4
2366,308500018,5
128,205100137,4
2363,308500015,5
1383,422207826,5
2077,249500027,5
3091,100220037,5
3900,223600003,3
975,253900010,2
2297,422216098,1
804,200400003,3
307,205100136,5
1786,308500015,4
3881,345800002,5
2131,422203609,3
704,207300009,1
653,308500018,5
2457,308500004,5
1377,422205806,5
774,100230056,5
3644,226200018,5
3408,422203671,4
2443,308500015,5
3509,232500022,4
2309,422205162,5
1168,422217292,3
1156,422207423,5
118,422211447,5
1501,422211549,5
4239,345800009,5
780,308500013,5
234,422217029,5
2741,422211276,5
1731,207300009,5
724,422211840,5
1157,249500007,5
768,100230064,1
122,422211446,5
2640,422203301,5
86,318900011,4
1994,249500027,5
1485,422210980,5
2400,308500037,5
4295,248700027,5
2059,422210954,5
488,204900013,3
3670,422206043,5
1990,422203145,5
2684,422203506,5
748,293500006,5
425,422217292,5
2422,308500004,5
1197,422217292,5
2171,100220010,4
146,100240016,5
712,100230056,5
2257,245500001,5
360,422204259,2
1234,422211640,5
1618,327500002,5
2782,422207812,5
1788,100240016,5
1266,100210023,5
3317,223600034,5
1324,245500002,5
1105,422201504,5
398,211300002,5
1151,200900037,5
1017,422200236,5
1404,422211195,5
603,422212100,5
87,318900012,5
1177,249500007,4
2951,200500293,5
1986,249500019,5
284,422211446,5
2436,422205160,5
2358,422202253,5
976,204100054,1
3682,422205806,5
1077,422204906,5
3239,422204231,5
170,422204259,4
147,204900013,5
2324,308500015,5
4067,422209042,5
1281,249500027,5
2495,422206537,5
1091,422220606,3
2488,422206537,5
228,253900006,5
3941,201600072,3
3150,357100011,5
2926,422209703,5
650,100230056,5
3388,222600006,5
2550,204100019,5
281,205100137,5
2441,422205163,5
2113,422211501,5
2210,249500021,5
1134,422211240,5
1732,100210014,5
808,308500018,4
1073,422204910,5
203,422211446,5
165,422208807,5
1496,204900128,5
693,422205160,5
2556,204100018,5
2647,422203302,2
3720,377400001,4
2583,207500007,5
2171,357100011,5
678,422200236,5
873,422204795,5
1798,345800001,4
117,100220037,5
4047,422208345,5
1157,422219286,5
290,422204259,5
149,422208807,4
14,422209262,5
806,422203776,5
2333,422205162,5
1326,422205819,2
1542,422214146,5
519,422203300,5
336,422211446,5
682,422202253,5
1368,422209663,5
1764,213300007,5
2101,422202569,5
2352,422205163,5
2541,204100023,5
1451,308100023,5
203,422204259,5
91,224100022,2
3804,224100007,4
2368,308500018,5
1021,422205163,5
4027,412800002,5
3160,345800001,5
417,422208972,4
4379,422212333,1
3594,211300002,1
3578,422218905,5
112,422211446,2
3449,204100023,5
3582,422205807,5
101,200400004,5
1559,213300011,3
1668,422203776,5
3661,100220010,5
1481,100190059,4
2185,249500028,5
2382,308500004,5
1489,204900128,5
2360,204100054,5
800,200400003,5
1312,253900003,4
2575,422214148,5
788,422205160,5
1290,204900009,5
229,205100136,4
688,100230056,5
232,422208807,5
2358,422205162,5
230,422211447,5
187,422211447,4
1457,422210980,5
1830,204900025,3
105,318900012,4
653,422202025,5
2930,422207791,5
1366,422220469,5
2749,248700002,5
2358,422206537,5
1025,308500004,5
2944,100220037,5
1324,422207414,5
2725,422206583,2
106,422200236,5
3293,207500008,5
2637,422203301,5
4020,224100001,5
168,422211446,5
4648,201600198,3
686,100230056,5
648,100230064,5
1060,422204906,5
2380,422206537,5
708,100230057,5
3274,422205375,5
2364,308500004,5
3462,422201448,5
1415,422217029,5
702,422205162,5
3324,253900006,2
2308,308500018,5
312,422206648,5
4406,100750038,4
815,100230056,5
2753,248700035,5
209,422211446,1
2438,200400003,1
218,422214321,3
1216,237800005,5
1808,422209047,5
2349,422202253,5
372,422208975,5
2602,207500007,5
139,205100146,3
2200,422203146,5
501,422216416,5
1462,422210784,5
1720,100240016,5
740,422216594,5
859,422204795,5
2585,207500001,5
1973,249500027,5
612,256700007,5
83,205100136,5
1185,249500013,5
2466,422205163,5
2621,251900019,5
117,205100146,5
767,200400004,5
276,422211447,5
1560,422214146,5
1733,100220009,4
341,205100146,5
121,205100137,5
3143,100750038,4
2375,422205162,5
131,422211447,5
3840,422219400,5
703,204100019,5
2540,422206537,5
1439,422210784,5
1498,204900004,5
2458,422205162,5
2264,245500009,3
1026,308500004,5
2413,308500018,5
3770,204100070,5
1781,100240016,5
2321,422206537,5
779,200400003,5
1517,422209636,5
2908,422207283,4
306,318900019,5
765,422203976,5
504,422216990,3
4110,422207812,5
2446,308500009,5
466,206700001,5
4071,223600039,5
2193,308500004,5
168,422204027,5
1445,100190059,5
1991,422203145,5
1339,345800002,5
1773,100240016,5
2935,422217971,5
699,422205164,5
1960,422214147,5
696,422205163,5
2205,422203146,5
105,318900011,4
3697,422203776,2
129,422206648,5
224,249500007,4
2269,245500010,5
668,100230064,5
2049,422211549,3
2929,422209705,5
242,422203282,5
2407,422205163,4
121,422209443,1
3669,100220010,5
634,100220009,5
1930,377400001,2
4231,422219399,5
2059,422207413,5
1306,422211878,4
2326,308500018,5
2913,422201119,5
1587,422207736,4
655,100230056,5
2333,204100019,5
1810,422218132,4
1700,318900005,5
769,200400003,5
2221,422218746,5
2064,249500027,5
249,205100146,5
593,422212100,5
355,422206648,5
858,422204795,5
2583,207500001,5
3276,422206103,5
46,422209605,3
2133,422203609,5
784,100230059,4
1078,422206644,5
1022,308500009,5
109,422211447,5
698,100230059,5
693,422202253,5
109,205100137,5
1139,422207423,5
3624,422208981,5
3508,386000015,5
138,422205806,5
2930,422209705,5
3934,100160021,2
787,200400004,5
1519,422206035,5
1820,422216354,5
772,100230056,5
2555,204100054,5
2460,422202253,5
2244,206400009,3
1649,318900005,5
760,422209635,5
189,205100146,5
4166,208000001,5
3598,422205346,5
1524,422214146,4
3601,422205346,5
324,422208807,5
2595,207500007,5
526,422216416,5
409,422208976,5
4070,422214340,5
3508,422200182,5
2400,308500015,5
646,200400004,5
1081,422215804,4
346,205100146,5
1864,224100009,5
2330,422205164,5
51,422218633,4
113,422206648,3
1985,422207413,5
618,100240016,5
765,200400003,5
2746,248700035,5
2322,422205160,5
3562,100250032,5
220,422214321,4
648,100230059,5
2242,206400009,5
1668,318900019,5
849,422214146,5
1524,249500019,4
162,422211447,5
270,253900004,3
2450,308500013,5
2401,422202253,3
51,200900037,4
2388,308500037,5
697,422216594,5
4418,248700034,5
3686,223600036,5
1780,204100018,5
16,100250033,5
1522,422206035,5
2925,422207148,5
452,422211276,5
2372,100240016,3
1320,253900002,5
184,205100137,5
2289,308500009,5
1364,207500008,5
1043,422200236,5
4298,422209045,5
2373,308500037,5
36,100230057,5
2078,249500027,4
350,205100146,5
3892,345800002,4
2389,308500015,5
180,422204259,4
259,422211878,5
2318,308500013,5
539,204900013,4
365,422204259,5
374,422208975,5
2316,422205164,5
